Edad,Atricion,ViajeTrabajo,PagaDiaria,Departamento,DistanciaCasa,NivelEducacion,CampoEducacion,SatisfaccionConEntorno,Genero,SalarioHora,InvolucracionTrabajo,NivelTrabajo,PuestoTrabajo,SatisfaccionTrabajo,EstadoCivil,IngresosMensuales,MonthlyRate,NumCompaniasTrabajadas,TrabajoFueraDeHora,IncrementoPorcentualSalario,PerformanceTrabajo,SatisfaccionRelacion,AniosTotalesTrabajo,EntrenamientoUltimoAnio,BalanceVidaTrabajo,AniosEnCompania,AniosPuestoActual,AniosDesdeUltimoAscenso,AniosJefeActual
45,No,Poco_Frecuente,1339,Investigacion & Desarrollo,7,3,Ciencias,2,Masculino,59,3,3,Tecnico Laboratorio,1,Divorciado,9724,18787,2,No,17,3,3,25,2,3,1,0,0,0
45,No,Poco_Frecuente,1339,Investigacion & Desarrollo,7,3,Ciencias,2,Masculino,59,3,3,Tecnico Laboratorio,1,Divorciado,9724,18787,2,No,17,3,3,25,2,3,1,0,0,0
45,No,Poco_Frecuente,1339,Investigacion & Desarrollo,7,3,Ciencias,2,Masculino,59,3,3,Tecnico Laboratorio,1,Divorciado,9724,18787,2,No,17,3,3,25,2,3,1,0,0,0
45,No,Poco_Frecuente,1339,Investigacion & Desarrollo,7,3,Ciencias,2,Masculino,59,3,3,Tecnico Laboratorio,1,Divorciado,9724,18787,2,No,17,3,3,25,2,3,1,0,0,0
45,No,Poco_Frecuente,1339,Investigacion & Desarrollo,7,3,Ciencias,2,Masculino,59,3,3,Tecnico Laboratorio,1,Divorciado,9724,18787,2,No,17,3,3,25,2,3,1,0,0,0
46,Si,Poco_Frecuente,669,Ventas,9,2,Medicina,3,Masculino,64,2,3,Ejecutivo Ventas,4,Soltero,9619,13596,1,No,16,3,4,9,3,3,9,8,4,7
46,Si,Poco_Frecuente,669,Ventas,9,2,Medicina,3,Masculino,64,2,3,Ejecutivo Ventas,4,Soltero,9619,13596,1,No,16,3,4,9,3,3,9,8,4,7
46,Si,Poco_Frecuente,669,Ventas,9,2,Medicina,3,Masculino,64,2,3,Ejecutivo Ventas,4,Soltero,9619,13596,1,No,16,3,4,9,3,3,9,8,4,7
46,Si,Poco_Frecuente,669,Ventas,9,2,Medicina,3,Masculino,64,2,3,Ejecutivo Ventas,4,Soltero,9619,13596,1,No,16,3,4,9,3,3,9,8,4,7
46,Si,Poco_Frecuente,669,Ventas,9,2,Medicina,3,Masculino,64,2,3,Ejecutivo Ventas,4,Soltero,9619,13596,1,No,16,3,4,9,3,3,9,8,4,7
38,No,Viaje_Frecuente,216,Manufacturacion,23,3,Ciencias,4,Masculino,44,2,3,Director Manufacturacion,3,Soltero,9526,8787,0,No,21,4,2,10,2,3,9,7,1,8
38,No,Viaje_Frecuente,216,Manufacturacion,23,3,Ciencias,4,Masculino,44,2,3,Director Manufacturacion,3,Soltero,9526,8787,0,No,21,4,2,10,2,3,9,7,1,8
38,No,Viaje_Frecuente,216,Manufacturacion,23,3,Ciencias,4,Masculino,44,2,3,Director Manufacturacion,3,Soltero,9526,8787,0,No,21,4,2,10,2,3,9,7,1,8
38,No,Viaje_Frecuente,216,Manufacturacion,23,3,Ciencias,4,Masculino,44,2,3,Director Manufacturacion,3,Soltero,9526,8787,0,No,21,4,2,10,2,3,9,7,1,8
38,No,Viaje_Frecuente,216,Manufacturacion,23,3,Ciencias,4,Masculino,44,2,3,Director Manufacturacion,3,Soltero,9526,8787,0,No,21,4,2,10,2,3,9,7,1,8
57,No,Poco_Frecuente,334,Manufacturacion,24,2,Ciencias,3,Masculino,83,4,3,Representante Sanitario,4,Divorciado,9439,23402,3,Si,16,3,2,12,2,1,5,3,1,4
57,No,Poco_Frecuente,334,Manufacturacion,24,2,Ciencias,3,Masculino,83,4,3,Representante Sanitario,4,Divorciado,9439,23402,3,Si,16,3,2,12,2,1,5,3,1,4
57,No,Poco_Frecuente,334,Manufacturacion,24,2,Ciencias,3,Masculino,83,4,3,Representante Sanitario,4,Divorciado,9439,23402,3,Si,16,3,2,12,2,1,5,3,1,4
57,No,Poco_Frecuente,334,Manufacturacion,24,2,Ciencias,3,Masculino,83,4,3,Representante Sanitario,4,Divorciado,9439,23402,3,Si,16,3,2,12,2,1,5,3,1,4
57,No,Poco_Frecuente,334,Manufacturacion,24,2,Ciencias,3,Masculino,83,4,3,Representante Sanitario,4,Divorciado,9439,23402,3,Si,16,3,2,12,2,1,5,3,1,4
26,No,Poco_Frecuente,1443,Ventas,23,3,Marketing,3,Masculino,47,2,2,Ejecutivo Ventas,4,Casado,4157,21436,7,Si,19,3,3,5,2,2,2,2,0,0
26,No,Poco_Frecuente,1443,Ventas,23,3,Marketing,3,Masculino,47,2,2,Ejecutivo Ventas,4,Casado,4157,21436,7,Si,19,3,3,5,2,2,2,2,0,0
26,No,Poco_Frecuente,1443,Ventas,23,3,Marketing,3,Masculino,47,2,2,Ejecutivo Ventas,4,Casado,4157,21436,7,Si,19,3,3,5,2,2,2,2,0,0
34,No,Poco_Frecuente,419,Manufacturacion,7,4,Otro,1,Masculino,53,3,3,Manufacturador,2,Soltero,2238,21293,0,No,11,3,3,13,4,3,12,6,2,11
34,No,Poco_Frecuente,419,Manufacturacion,7,4,Otro,1,Masculino,53,3,3,Manufacturador,2,Soltero,2238,21293,0,No,11,3,3,13,4,3,12,6,2,11
34,No,Poco_Frecuente,419,Manufacturacion,7,4,Otro,1,Masculino,53,3,3,Manufacturador,2,Soltero,2238,21293,0,No,11,3,3,13,4,3,12,6,2,11
34,No,Poco_Frecuente,419,Manufacturacion,7,4,Otro,1,Masculino,53,3,3,Manufacturador,2,Soltero,2238,21293,0,No,11,3,3,13,4,3,12,6,2,11
34,No,Poco_Frecuente,419,Manufacturacion,7,4,Otro,1,Femenino,53,3,3,Manufacturador,2,Soltero,2238,21293,0,No,11,3,3,13,4,3,12,6,2,11
19,Si,Viaje_Frecuente,602,Ventas,1,1,Diploma Tecnico,3,Femenino,100,1,1,Representante Ventas,1,Soltero,2325,20989,0,No,21,4,1,1,5,4,0,0,0,0
19,Si,Viaje_Frecuente,602,Ventas,1,1,Diploma Tecnico,3,Femenino,100,1,1,Representante Ventas,1,Soltero,2325,20989,0,No,21,4,1,1,5,4,0,0,0,0
35,No,Viaje_Frecuente,853,Ventas,18,5,Ciencias,2,Masculino,71,3,3,Ejecutivo Ventas,1,Casado,9069,11031,1,No,22,4,4,9,3,2,9,8,1,8
35,No,Viaje_Frecuente,853,Ventas,18,5,Ciencias,2,Masculino,71,3,3,Ejecutivo Ventas,1,Casado,9069,11031,1,No,22,4,4,9,3,2,9,8,1,8
35,No,Viaje_Frecuente,853,Ventas,18,5,Ciencias,2,Masculino,71,3,3,Ejecutivo Ventas,1,Casado,9069,11031,1,No,22,4,4,9,3,2,9,8,1,8
35,No,Viaje_Frecuente,853,Ventas,18,5,Ciencias,2,Masculino,71,3,3,Ejecutivo Ventas,1,Casado,9069,11031,1,No,22,4,4,9,3,2,9,8,1,8
35,No,Viaje_Frecuente,853,Ventas,18,5,Ciencias,2,Masculino,71,3,3,Ejecutivo Ventas,1,Casado,9069,11031,1,No,22,4,4,9,3,2,9,8,1,8
19,Si,Viaje_Frecuente,602,Ventas,1,1,Diploma Tecnico,3,Femenino,100,1,1,Representante Ventas,1,Soltero,2325,20989,0,No,21,4,1,1,5,4,0,0,0,0
32,No,Viaje_Frecuente,967,Ventas,8,3,Marketing,2,Masculino,43,3,3,Ejecutivo Ventas,4,Soltero,8998,15589,1,No,14,3,4,9,2,3,9,8,3,7
32,No,Viaje_Frecuente,967,Ventas,8,3,Marketing,2,Masculino,43,3,3,Ejecutivo Ventas,4,Soltero,8998,15589,1,No,14,3,4,9,2,3,9,8,3,7
32,No,Viaje_Frecuente,967,Ventas,8,3,Marketing,2,Masculino,43,3,3,Ejecutivo Ventas,4,Soltero,8998,15589,1,No,14,3,4,9,2,3,9,8,3,7
32,No,Viaje_Frecuente,967,Ventas,8,3,Marketing,2,Masculino,43,3,3,Ejecutivo Ventas,4,Soltero,8998,15589,1,No,14,3,4,9,2,3,9,8,3,7
27,No,Viaje_Frecuente,994,Ventas,8,3,Ciencias,4,Masculino,37,3,3,Ejecutivo Ventas,3,Soltero,8726,2975,1,No,15,3,4,9,0,3,9,8,1,7
27,No,Viaje_Frecuente,994,Ventas,8,3,Ciencias,4,Masculino,37,3,3,Ejecutivo Ventas,3,Soltero,8726,2975,1,No,15,3,4,9,0,3,9,8,1,7
27,No,Viaje_Frecuente,994,Ventas,8,3,Ciencias,4,Masculino,37,3,3,Ejecutivo Ventas,3,Soltero,8726,2975,1,No,15,3,4,9,0,3,9,8,1,7
27,No,Viaje_Frecuente,994,Ventas,8,3,Ciencias,4,Masculino,37,3,3,Ejecutivo Ventas,3,Soltero,8726,2975,1,No,15,3,4,9,0,3,9,8,1,7
27,No,Viaje_Frecuente,994,Ventas,8,3,Ciencias,4,Masculino,37,3,3,Ejecutivo Ventas,3,Soltero,8726,2975,1,No,15,3,4,9,0,3,9,8,1,7
38,No,Poco_Frecuente,702,Ventas,1,4,Ciencias,1,Masculino,59,2,2,Ejecutivo Ventas,4,Soltero,8686,12930,4,No,22,4,3,12,2,4,8,3,0,7
38,No,Poco_Frecuente,702,Ventas,1,4,Ciencias,1,Masculino,59,2,2,Ejecutivo Ventas,4,Soltero,8686,12930,4,No,22,4,3,12,2,4,8,3,0,7
19,Si,Viaje_Frecuente,602,Ventas,1,1,Diploma Tecnico,3,Femenino,100,1,1,Representante Ventas,1,Soltero,2325,20989,0,No,21,4,1,1,5,4,0,0,0,0
19,Si,Viaje_Frecuente,602,Ventas,1,1,Diploma Tecnico,3,Femenino,100,1,1,Representante Ventas,1,Soltero,2325,20989,0,No,21,4,1,1,5,4,0,0,0,0
31,No,Poco_Frecuente,746,Manufacturacion,8,4,Ciencias,3,Femenino,61,3,2,Director Manufacturacion,4,Soltero,4424,20682,1,No,23,4,4,11,2,3,11,7,1,8
25,No,Poco_Frecuente,959,Ventas,28,3,Ciencias,1,Masculino,41,2,2,Ejecutivo Ventas,3,Casado,8639,24835,2,No,18,3,4,6,3,3,2,2,2,2
25,No,Poco_Frecuente,959,Ventas,28,3,Ciencias,1,Masculino,41,2,2,Ejecutivo Ventas,3,Casado,8639,24835,2,No,18,3,4,6,3,3,2,2,2,2
25,No,Poco_Frecuente,959,Ventas,28,3,Ciencias,1,Masculino,41,2,2,Ejecutivo Ventas,3,Casado,8639,24835,2,No,18,3,4,6,3,3,2,2,2,2
25,No,Poco_Frecuente,959,Ventas,28,3,Ciencias,1,Masculino,41,2,2,Ejecutivo Ventas,3,Casado,8639,24835,2,No,18,3,4,6,3,3,2,2,2,2
25,No,Poco_Frecuente,959,Ventas,28,3,Ciencias,1,Masculino,41,2,2,Ejecutivo Ventas,3,Casado,8639,24835,2,No,18,3,4,6,3,3,2,2,2,2
41,No,Poco_Frecuente,802,Ventas,9,1,Ciencias,3,Masculino,96,3,3,Ejecutivo Ventas,3,Divorciado,8189,21196,3,Si,13,3,3,12,2,3,9,7,0,7
41,No,Poco_Frecuente,802,Ventas,9,1,Ciencias,3,Masculino,96,3,3,Ejecutivo Ventas,3,Divorciado,8189,21196,3,Si,13,3,3,12,2,3,9,7,0,7
41,No,Poco_Frecuente,802,Ventas,9,1,Ciencias,3,Masculino,96,3,3,Ejecutivo Ventas,3,Divorciado,8189,21196,3,Si,13,3,3,12,2,3,9,7,0,7
41,No,Poco_Frecuente,802,Ventas,9,1,Ciencias,3,Masculino,96,3,3,Ejecutivo Ventas,3,Divorciado,8189,21196,3,Si,13,3,3,12,2,3,9,7,0,7
41,No,Poco_Frecuente,802,Ventas,9,1,Ciencias,3,Masculino,96,3,3,Ejecutivo Ventas,3,Divorciado,8189,21196,3,Si,13,3,3,12,2,3,9,7,0,7
31,No,Poco_Frecuente,746,Manufacturacion,8,4,Ciencias,3,Femenino,61,3,2,Director Manufacturacion,4,Soltero,4424,20682,1,No,23,4,4,11,2,3,11,7,1,8
31,No,Poco_Frecuente,746,Manufacturacion,8,4,Ciencias,3,Femenino,61,3,2,Director Manufacturacion,4,Soltero,4424,20682,1,No,23,4,4,11,2,3,11,7,1,8
31,No,Poco_Frecuente,746,Manufacturacion,8,4,Ciencias,3,Femenino,61,3,2,Director Manufacturacion,4,Soltero,4424,20682,1,No,23,4,4,11,2,3,11,7,1,8
31,No,Poco_Frecuente,746,Manufacturacion,8,4,Ciencias,3,Femenino,61,3,2,Director Manufacturacion,4,Soltero,4424,20682,1,No,23,4,4,11,2,3,11,7,1,8
20,Si,Viaje_Frecuente,871,Manufacturacion,6,3,Diploma Tecnico,4,Femenino,66,2,1,Manufacturador,4,Soltero,2926,19783,1,Si,18,3,2,1,5,3,1,0,1,0
20,Si,Viaje_Frecuente,871,Manufacturacion,6,3,Diploma Tecnico,4,Femenino,66,2,1,Manufacturador,4,Soltero,2926,19783,1,Si,18,3,2,1,5,3,1,0,1,0
20,Si,Viaje_Frecuente,871,Manufacturacion,6,3,Diploma Tecnico,4,Masculino,66,2,1,Manufacturador,4,Soltero,2926,19783,1,Si,18,3,2,1,5,3,1,0,1,0
51,No,Viaje_Frecuente,1456,Manufacturacion,1,4,Medicina,1,Masculino,30,2,3,Representante Sanitario,1,Soltero,7484,25796,3,No,20,4,3,23,1,2,13,12,12,8
51,No,Viaje_Frecuente,1456,Manufacturacion,1,4,Medicina,1,Masculino,30,2,3,Representante Sanitario,1,Soltero,7484,25796,3,No,20,4,3,23,1,2,13,12,12,8
51,No,Viaje_Frecuente,1456,Manufacturacion,1,4,Medicina,1,Masculino,30,2,3,Representante Sanitario,1,Soltero,7484,25796,3,No,20,4,3,23,1,2,13,12,12,8
37,No,Poco_Frecuente,1189,Ventas,3,3,Ciencias,3,Masculino,87,3,3,Ejecutivo Ventas,4,Soltero,7428,14506,2,No,12,3,1,12,3,3,5,3,1,3
37,No,Poco_Frecuente,1189,Ventas,3,3,Ciencias,3,Masculino,87,3,3,Ejecutivo Ventas,4,Soltero,7428,14506,2,No,12,3,1,12,3,3,5,3,1,3
37,No,Poco_Frecuente,1189,Ventas,3,3,Ciencias,3,Masculino,87,3,3,Ejecutivo Ventas,4,Soltero,7428,14506,2,No,12,3,1,12,3,3,5,3,1,3
37,No,Poco_Frecuente,1189,Ventas,3,3,Ciencias,3,Masculino,87,3,3,Ejecutivo Ventas,4,Soltero,7428,14506,2,No,12,3,1,12,3,3,5,3,1,3
37,No,Poco_Frecuente,1189,Ventas,3,3,Ciencias,3,Masculino,87,3,3,Ejecutivo Ventas,4,Soltero,7428,14506,2,No,12,3,1,12,3,3,5,3,1,3
35,No,Poco_Frecuente,662,Ventas,1,5,Marketing,3,Masculino,94,3,3,Ejecutivo Ventas,2,Casado,7295,11439,1,No,13,3,1,10,3,3,10,8,0,6
35,No,Poco_Frecuente,662,Ventas,1,5,Marketing,3,Masculino,94,3,3,Ejecutivo Ventas,2,Casado,7295,11439,1,No,13,3,1,10,3,3,10,8,0,6
35,No,Poco_Frecuente,662,Ventas,1,5,Marketing,3,Masculino,94,3,3,Ejecutivo Ventas,2,Casado,7295,11439,1,No,13,3,1,10,3,3,10,8,0,6
35,No,Poco_Frecuente,662,Ventas,1,5,Marketing,3,Masculino,94,3,3,Ejecutivo Ventas,2,Casado,7295,11439,1,No,13,3,1,10,3,3,10,8,0,6
35,No,Poco_Frecuente,662,Ventas,1,5,Marketing,3,Masculino,94,3,3,Ejecutivo Ventas,2,Casado,7295,11439,1,No,13,3,1,10,3,3,10,8,0,6
56,No,Poco_Frecuente,1400,Manufacturacion,7,3,Ciencias,4,Masculino,49,1,3,Director Manufacturacion,4,Soltero,7260,21698,4,No,11,3,1,37,3,2,6,4,0,2
56,No,Poco_Frecuente,1400,Manufacturacion,7,3,Ciencias,4,Masculino,49,1,3,Director Manufacturacion,4,Soltero,7260,21698,4,No,11,3,1,37,3,2,6,4,0,2
56,No,Poco_Frecuente,1400,Manufacturacion,7,3,Ciencias,4,Masculino,49,1,3,Director Manufacturacion,4,Soltero,7260,21698,4,No,11,3,1,37,3,2,6,4,0,2
56,No,Poco_Frecuente,1400,Manufacturacion,7,3,Ciencias,4,Masculino,49,1,3,Director Manufacturacion,4,Soltero,7260,21698,4,No,11,3,1,37,3,2,6,4,0,2
56,No,Poco_Frecuente,1400,Manufacturacion,7,3,Ciencias,4,Masculino,49,1,3,Director Manufacturacion,4,Soltero,7260,21698,4,No,11,3,1,37,3,2,6,4,0,2
42,No,Poco_Frecuente,691,Ventas,8,4,Marketing,3,Masculino,48,3,2,Ejecutivo Ventas,2,Casado,6825,21173,0,No,11,3,4,10,2,3,9,7,4,2
42,No,Poco_Frecuente,691,Ventas,8,4,Marketing,3,Masculino,48,3,2,Ejecutivo Ventas,2,Casado,6825,21173,0,No,11,3,4,10,2,3,9,7,4,2
42,No,Poco_Frecuente,691,Ventas,8,4,Marketing,3,Masculino,48,3,2,Ejecutivo Ventas,2,Casado,6825,21173,0,No,11,3,4,10,2,3,9,7,4,2
42,No,Poco_Frecuente,691,Ventas,8,4,Marketing,3,Masculino,48,3,2,Ejecutivo Ventas,2,Casado,6825,21173,0,No,11,3,4,10,2,3,9,7,4,2
42,No,Poco_Frecuente,691,Ventas,8,4,Marketing,3,Masculino,48,3,2,Ejecutivo Ventas,2,Casado,6825,21173,0,No,11,3,4,10,2,3,9,7,4,2
20,Si,Viaje_Frecuente,871,Manufacturacion,6,3,Diploma Tecnico,4,Masculino,66,2,1,Manufacturador,4,Soltero,2926,19783,1,Si,18,3,2,1,5,3,1,0,1,0
20,Si,Viaje_Frecuente,871,Manufacturacion,6,3,Diploma Tecnico,4,Masculino,66,2,1,Manufacturador,4,Soltero,2926,19783,1,Si,18,3,2,1,5,3,1,0,1,0
30,No,Poco_Frecuente,1334,Ventas,4,2,Medicina,3,Masculino,63,2,2,Ejecutivo Ventas,2,Divorciado,5209,19760,1,Si,12,3,2,11,4,2,11,8,2,7
30,No,Poco_Frecuente,1334,Ventas,4,2,Medicina,3,Masculino,63,2,2,Ejecutivo Ventas,2,Divorciado,5209,19760,1,Si,12,3,2,11,4,2,11,8,2,7
30,No,Poco_Frecuente,1334,Ventas,4,2,Medicina,3,Masculino,63,2,2,Ejecutivo Ventas,2,Divorciado,5209,19760,1,Si,12,3,2,11,4,2,11,8,2,7
36,No,Viaje_Frecuente,1195,Manufacturacion,11,3,Ciencias,2,Masculino,95,2,2,Director Manufacturacion,2,Soltero,6499,22656,1,No,13,3,3,6,3,3,6,5,0,3
36,No,Viaje_Frecuente,1195,Manufacturacion,11,3,Ciencias,2,Masculino,95,2,2,Director Manufacturacion,2,Soltero,6499,22656,1,No,13,3,3,6,3,3,6,5,0,3
36,No,Viaje_Frecuente,1195,Manufacturacion,11,3,Ciencias,2,Masculino,95,2,2,Director Manufacturacion,2,Soltero,6499,22656,1,No,13,3,3,6,3,3,6,5,0,3
36,No,Viaje_Frecuente,1195,Manufacturacion,11,3,Ciencias,2,Masculino,95,2,2,Director Manufacturacion,2,Soltero,6499,22656,1,No,13,3,3,6,3,3,6,5,0,3
36,No,Viaje_Frecuente,1195,Manufacturacion,11,3,Ciencias,2,Masculino,95,2,2,Director Manufacturacion,2,Soltero,6499,22656,1,No,13,3,3,6,3,3,6,5,0,3
44,No,Poco_Frecuente,1459,Manufacturacion,10,4,Otro,4,Masculino,41,3,2,Representante Sanitario,4,Casado,6465,19121,2,Si,13,3,4,9,5,4,4,2,1,3
44,No,Poco_Frecuente,1459,Manufacturacion,10,4,Otro,4,Masculino,41,3,2,Representante Sanitario,4,Casado,6465,19121,2,Si,13,3,4,9,5,4,4,2,1,3
44,No,Poco_Frecuente,1459,Manufacturacion,10,4,Otro,4,Masculino,41,3,2,Representante Sanitario,4,Casado,6465,19121,2,Si,13,3,4,9,5,4,4,2,1,3
44,No,Poco_Frecuente,1459,Manufacturacion,10,4,Otro,4,Masculino,41,3,2,Representante Sanitario,4,Casado,6465,19121,2,Si,13,3,4,9,5,4,4,2,1,3
44,No,Poco_Frecuente,1459,Manufacturacion,10,4,Otro,4,Masculino,41,3,2,Representante Sanitario,4,Casado,6465,19121,2,Si,13,3,4,9,5,4,4,2,1,3
30,No,Poco_Frecuente,1240,Recursos Humanos,9,3,Recursos Humanos,3,Masculino,48,3,2,Recursos Humanos,4,Casado,6347,13982,0,Si,19,3,4,12,2,1,11,9,4,7
30,No,Poco_Frecuente,1240,Recursos Humanos,9,3,Recursos Humanos,3,Masculino,48,3,2,Recursos Humanos,4,Casado,6347,13982,0,Si,19,3,4,12,2,1,11,9,4,7
30,No,Poco_Frecuente,1240,Recursos Humanos,9,3,Recursos Humanos,3,Masculino,48,3,2,Recursos Humanos,4,Casado,6347,13982,0,Si,19,3,4,12,2,1,11,9,4,7
30,No,Poco_Frecuente,1240,Recursos Humanos,9,3,Recursos Humanos,3,Masculino,48,3,2,Recursos Humanos,4,Casado,6347,13982,0,Si,19,3,4,12,2,1,11,9,4,7
30,No,Poco_Frecuente,1240,Recursos Humanos,9,3,Recursos Humanos,3,Masculino,48,3,2,Recursos Humanos,4,Casado,6347,13982,0,Si,19,3,4,12,2,1,11,9,4,7
32,No,Poco_Frecuente,548,Investigacion & Desarrollo,1,3,Ciencias,2,Masculino,66,3,2,Tecnico Informatica,2,Casado,6220,7346,1,No,17,3,2,10,3,3,10,4,0,9
32,No,Poco_Frecuente,548,Investigacion & Desarrollo,1,3,Ciencias,2,Masculino,66,3,2,Tecnico Informatica,2,Casado,6220,7346,1,No,17,3,2,10,3,3,10,4,0,9
32,No,Poco_Frecuente,548,Investigacion & Desarrollo,1,3,Ciencias,2,Masculino,66,3,2,Tecnico Informatica,2,Casado,6220,7346,1,No,17,3,2,10,3,3,10,4,0,9
32,No,Poco_Frecuente,548,Investigacion & Desarrollo,1,3,Ciencias,2,Masculino,66,3,2,Tecnico Informatica,2,Casado,6220,7346,1,No,17,3,2,10,3,3,10,4,0,9
32,No,Poco_Frecuente,548,Investigacion & Desarrollo,1,3,Ciencias,2,Masculino,66,3,2,Tecnico Informatica,2,Casado,6220,7346,1,No,17,3,2,10,3,3,10,4,0,9
31,Si,Poco_Frecuente,249,Ventas,6,4,Ciencias,2,Masculino,76,1,2,Ejecutivo Ventas,3,Casado,6172,20739,4,Si,18,3,2,12,3,2,7,7,7,7
31,Si,Poco_Frecuente,249,Ventas,6,4,Ciencias,2,Masculino,76,1,2,Ejecutivo Ventas,3,Casado,6172,20739,4,Si,18,3,2,12,3,2,7,7,7,7
31,Si,Poco_Frecuente,249,Ventas,6,4,Ciencias,2,Masculino,76,1,2,Ejecutivo Ventas,3,Casado,6172,20739,4,Si,18,3,2,12,3,2,7,7,7,7
31,Si,Poco_Frecuente,249,Ventas,6,4,Ciencias,2,Masculino,76,1,2,Ejecutivo Ventas,3,Casado,6172,20739,4,Si,18,3,2,12,3,2,7,7,7,7
31,Si,Poco_Frecuente,249,Ventas,6,4,Ciencias,2,Masculino,76,1,2,Ejecutivo Ventas,3,Casado,6172,20739,4,Si,18,3,2,12,3,2,7,7,7,7
32,No,Poco_Frecuente,427,Manufacturacion,1,3,Medicina,1,Masculino,33,3,2,Director Manufacturacion,4,Casado,6162,10877,1,Si,22,4,2,9,3,3,9,8,7,8
32,No,Poco_Frecuente,427,Manufacturacion,1,3,Medicina,1,Masculino,33,3,2,Director Manufacturacion,4,Casado,6162,10877,1,Si,22,4,2,9,3,3,9,8,7,8
32,No,Poco_Frecuente,427,Manufacturacion,1,3,Medicina,1,Masculino,33,3,2,Director Manufacturacion,4,Casado,6162,10877,1,Si,22,4,2,9,3,3,9,8,7,8
32,No,Poco_Frecuente,427,Manufacturacion,1,3,Medicina,1,Masculino,33,3,2,Director Manufacturacion,4,Casado,6162,10877,1,Si,22,4,2,9,3,3,9,8,7,8
32,No,Poco_Frecuente,427,Manufacturacion,1,3,Medicina,1,Masculino,33,3,2,Director Manufacturacion,4,Casado,6162,10877,1,Si,22,4,2,9,3,3,9,8,7,8
33,No,NoFrecuente,750,Ventas,22,2,Marketing,3,Masculino,95,3,2,Ejecutivo Ventas,2,Casado,6146,15480,0,No,13,3,1,8,2,4,7,7,0,7
33,No,NoFrecuente,750,Ventas,22,2,Marketing,3,Masculino,95,3,2,Ejecutivo Ventas,2,Casado,6146,15480,0,No,13,3,1,8,2,4,7,7,0,7
33,No,NoFrecuente,750,Ventas,22,2,Marketing,3,Masculino,95,3,2,Ejecutivo Ventas,2,Casado,6146,15480,0,No,13,3,1,8,2,4,7,7,0,7
33,No,NoFrecuente,750,Ventas,22,2,Marketing,3,Masculino,95,3,2,Ejecutivo Ventas,2,Casado,6146,15480,0,No,13,3,1,8,2,4,7,7,0,7
33,No,NoFrecuente,750,Ventas,22,2,Marketing,3,Masculino,95,3,2,Ejecutivo Ventas,2,Casado,6146,15480,0,No,13,3,1,8,2,4,7,7,0,7
51,No,Poco_Frecuente,1169,Manufacturacion,7,4,Otro,2,Masculino,34,2,2,Manufacturador,3,Casado,6132,13983,2,No,17,3,3,10,2,3,1,0,0,0
51,No,Poco_Frecuente,1169,Manufacturacion,7,4,Otro,2,Masculino,34,2,2,Manufacturador,3,Casado,6132,13983,2,No,17,3,3,10,2,3,1,0,0,0
51,No,Poco_Frecuente,1169,Manufacturacion,7,4,Otro,2,Masculino,34,2,2,Manufacturador,3,Casado,6132,13983,2,No,17,3,3,10,2,3,1,0,0,0
30,No,Poco_Frecuente,1334,Ventas,4,2,Medicina,3,Masculino,63,2,2,Ejecutivo Ventas,2,Divorciado,5209,19760,1,Si,12,3,2,11,4,2,11,8,2,7
30,No,Poco_Frecuente,1334,Ventas,4,2,Medicina,3,Masculino,63,2,2,Ejecutivo Ventas,2,Divorciado,5209,19760,1,Si,12,3,2,11,4,2,11,8,2,7
55,No,Poco_Frecuente,836,Investigacion & Desarrollo,8,3,Medicina,4,Masculino,33,3,4,Jefe Area,3,Divorciado,14756,19730,2,Si,14,3,3,21,2,3,5,0,0,2
34,Si,Viaje_Frecuente,658,Manufacturacion,7,3,Diploma Tecnico,1,Masculino,66,1,2,Manufacturador,3,Soltero,6074,22887,1,Si,24,4,4,9,3,3,9,7,0,6
34,Si,Viaje_Frecuente,658,Manufacturacion,7,3,Diploma Tecnico,1,Masculino,66,1,2,Manufacturador,3,Soltero,6074,22887,1,Si,24,4,4,9,3,3,9,7,0,6
34,Si,Viaje_Frecuente,658,Manufacturacion,7,3,Diploma Tecnico,1,Masculino,66,1,2,Manufacturador,3,Soltero,6074,22887,1,Si,24,4,4,9,3,3,9,7,0,6
55,No,Poco_Frecuente,836,Investigacion & Desarrollo,8,3,Medicina,4,Masculino,33,3,4,Jefe Area,3,Divorciado,14756,19730,2,Si,14,3,3,21,2,3,5,0,0,2
55,No,Poco_Frecuente,836,Investigacion & Desarrollo,8,3,Medicina,4,Masculino,33,3,4,Jefe Area,3,Divorciado,14756,19730,2,Si,14,3,3,21,2,3,5,0,0,2
27,No,Poco_Frecuente,1240,Recursos Humanos,2,4,Ciencias,4,Masculino,33,3,1,Marketing,1,Divorciado,2341,19715,1,No,13,3,4,1,6,3,1,0,0,0
27,No,Poco_Frecuente,1240,Recursos Humanos,2,4,Ciencias,4,Masculino,33,3,1,Marketing,1,Divorciado,2341,19715,1,No,13,3,4,1,6,3,1,0,0,0
27,No,Poco_Frecuente,1240,Recursos Humanos,2,4,Ciencias,4,Masculino,33,3,1,Marketing,1,Divorciado,2341,19715,1,No,13,3,4,1,6,3,1,0,0,0
27,No,Poco_Frecuente,1240,Recursos Humanos,2,4,Ciencias,4,Masculino,33,3,1,Marketing,1,Divorciado,2341,19715,1,No,13,3,4,1,6,3,1,0,0,0
